Name,Win rate,Loss rate,Team,Games Played,Average Tackles,Average Errors leading to a goal,Average Blocked shots,Average Interceptions,Average Clearances,Average Recoveries,Average Duels won,Average Duels lost,Average Goals,Average Passes,Average Accurate long balls,Average Yellow cards,Average Red cards,Average Fouls
Jannik Vestergaard,0.34146341463414637,0.45121951219512196,Leicester City,82,1.670731707317073,0.012195121951219513,0.0975609756097561,1.3414634146341464,5.146341463414634,4.658536585365853,5.7560975609756095,3.268292682926829,0.04878048780487805,46.426829268292686,2.792682926829268,0.12195121951219512,0.012195121951219513,0.5975609756097561
Timothy Castagne,0.38095238095238093,0.42857142857142855,Leicester City,84,2.3214285714285716,0.023809523809523808,0.08333333333333333,1.1428571428571428,2.0238095238095237,4.678571428571429,4.488095238095238,3.9285714285714284,0.047619047619047616,44.11904761904762,1.0952380952380953,0.05952380952380952,0.0,0.6547619047619048
Luke Thomas,0.35294117647058826,0.5098039215686274,Leicester City,51,1.7254901960784315,0.0,0.0784313725490196,1.6274509803921569,1.8431372549019607,4.1568627450980395,4.235294117647059,4.470588235294118,0.0196078431372549,38.568627450980394,1.0196078431372548,0.09803921568627451,0.0,0.6470588235294118
Wout Faes,0.2916666666666667,0.625,Leicester City,24,1.9583333333333333,0.0,0.08333333333333333,1.4583333333333333,3.25,5.875,4.708333333333333,2.9166666666666665,0.0,64.58333333333333,2.8333333333333335,0.16666666666666666,0.041666666666666664,0.875
Victor Kristiansen,0.25,0.75,Leicester City,8,3.375,0.0,0.125,0.375,2.0,4.5,5.5,4.25,0.0,32.625,1.125,0.125,0.0,1.125
Harry Souttar,0.2,0.7,Leicester City,10,1.3,0.0,0.2,1.1,3.9,4.5,5.6,1.9,0.0,52.8,1.9,0.2,0.0,0.5
Virgil van Dijk,0.6153846153846154,0.18099547511312217,Liverpool,221,1.0271493212669682,0.01809954751131222,0.17194570135746606,1.5339366515837105,5.131221719457014,5.3122171945701355,6.04524886877828,2.262443438914027,0.09049773755656108,69.66515837104072,4.723981900452489,0.06334841628959276,0.004524886877828055,0.502262443438914
Ibrahima Konate,0.4782608695652174,0.21739130434782608,Liverpool,23,1.826086956521739,0.13043478260869565,0.08695652173913043,1.4782608695652173,3.391304347826087,6.434782608695652,5.217391304347826,3.260869565217391,0.0,65.6086956521739,1.9565217391304348,0.13043478260869565,0.0,1.1304347826086956
Joe Gomez,0.6635514018691588,0.12149532710280374,Liverpool,107,1.411214953271028,0.009345794392523364,0.04672897196261682,1.205607476635514,2.2803738317757007,5.327102803738318,4.233644859813084,3.289719626168224,0.0,59.47663551401869,2.897196261682243,0.18691588785046728,0.0,0.7570093457943925
Konstantinos Tsimikas,0.5161290322580645,0.22580645161290322,Liverpool,31,1.2903225806451613,0.0,0.22580645161290322,0.5483870967741935,1.0,3.2903225806451615,2.7096774193548385,2.967741935483871,0.0,27.967741935483872,0.8064516129032258,0.16129032258064516,0.0,1.0
Andrew Robertson,0.5591836734693878,0.22040816326530613,Liverpool,245,1.5591836734693878,0.00816326530612245,0.1306122448979592,1.0204081632653061,1.779591836734694,5.742857142857143,3.2,2.951020408163265,0.0326530612244898,57.689795918367345,2.048979591836735,0.12244897959183673,0.004081632653061225,0.5755102040816327
Joel Matip,0.644927536231884,0.10144927536231885,Liverpool,138,1.5072463768115942,0.021739130434782608,0.14492753623188406,1.3695652173913044,3.717391304347826,5.188405797101449,4.920289855072464,2.4782608695652173,0.057971014492753624,64.02173913043478,2.9782608695652173,0.11594202898550725,0.0,0.6014492753623188
Trent Alexander-Arnold,0.6684210526315789,0.14736842105263157,Liverpool,190,1.5842105263157895,0.010526315789473684,0.37894736842105264,1.2473684210526317,1.5,6.326315789473684,2.789473684210526,3.1210526315789475,0.05789473684210526,60.23684210526316,4.6421052631578945,0.1,0.0,0.5263157894736842
Nathaniel Phillips,0.6842105263157895,0.15789473684210525,Liverpool,19,1.263157894736842,0.0,0.15789473684210525,1.1578947368421053,4.315789473684211,5.105263157894737,7.052631578947368,4.421052631578948,0.05263157894736842,63.10526315789474,2.789473684210526,0.10526315789473684,0.0,1.105263157894737
Stefan Bajcetic,0.6363636363636364,0.18181818181818182,Liverpool,11,0.8181818181818182,0.0,0.18181818181818182,0.8181818181818182,0.36363636363636365,3.6363636363636362,3.090909090909091,3.727272727272727,0.09090909090909091,23.0,1.0909090909090908,0.18181818181818182,0.0,0.6363636363636364
Rhys Williams,0.7777777777777778,0.1111111111111111,Liverpool,9,0.6666666666666666,0.0,0.2222222222222222,0.6666666666666666,2.888888888888889,3.7777777777777777,4.222222222222222,1.3333333333333333,0.0,56.0,2.111111111111111,0.0,0.0,0.4444444444444444
Kyle Walker,0.6338028169014085,0.16056338028169015,Manchester City,355,1.8338028169014085,0.016901408450704224,0.17464788732394365,1.5070422535211268,2.436619718309859,5.304225352112676,4.766197183098591,3.5408450704225354,0.022535211267605635,56.40845070422535,3.1154929577464787,0.13802816901408452,0.0028169014084507044,0.7859154929577464
Ruben Dias,0.7710843373493976,0.0963855421686747,Manchester City,83,0.8313253012048193,0.0,0.13253012048192772,0.9036144578313253,2.4216867469879517,3.8795180722891565,3.2409638554216866,2.3493975903614457,0.03614457831325301,80.12048192771084,3.1566265060240966,0.13253012048192772,0.0,0.7710843373493976
John Stones,0.6111111111111112,0.2037037037037037,Manchester City,216,1.0231481481481481,0.037037037037037035,0.07407407407407407,1.0416666666666667,3.263888888888889,4.3657407407407405,3.962962962962963,1.8194444444444444,0.032407407407407406,59.282407407407405,3.4768518518518516,0.041666666666666664,0.004629629629629629,0.2962962962962963
Nathan Ake,0.43523316062176165,0.38341968911917096,Manchester City,193,1.5647668393782384,0.0,0.11917098445595854,1.2487046632124352,4.33678756476684,4.1139896373057,4.238341968911917,2.772020725388601,0.07772020725388601,45.15544041450777,1.6580310880829014,0.10880829015544041,0.0051813471502590676,0.6528497409326425
Aymeric Laporte,0.8103448275862069,0.09482758620689655,Manchester City,116,0.9827586206896551,0.008620689655172414,0.13793103448275862,0.8879310344827587,2.189655172413793,5.405172413793103,3.6206896551724137,2.2241379310344827,0.06896551724137931,83.87931034482759,4.137931034482759,0.09482758620689655,0.008620689655172414,0.5603448275862069
Rico Lewis,0.8,0.1,Manchester City,10,1.3,0.0,0.1,0.3,0.7,2.3,2.8,2.6,0.0,39.4,0.3,0.1,0.0,0.6
Manuel Akanji,0.782608695652174,0.17391304347826086,Manchester City,23,1.2608695652173914,0.0,0.21739130434782608,0.6086956521739131,1.1304347826086956,4.782608695652174,2.4782608695652173,2.652173913043478,0.0,70.8695652173913,2.217391304347826,0.08695652173913043,0.0,0.8260869565217391
Victor Lindelof,0.4966887417218543,0.23178807947019867,Manchester United,151,0.8741721854304636,0.013245033112582781,0.039735099337748346,0.8543046357615894,3.4701986754966887,5.337748344370861,3.4503311258278146,2.2119205298013247,0.019867549668874173,53.258278145695364,2.033112582781457,0.07947019867549669,0.0,0.6423841059602649
Phil Jones,0.5147058823529411,0.22549019607843138,Manchester United,204,1.9558823529411764,0.004901960784313725,0.09313725490196079,2.0,5.28921568627451,4.318627450980392,5.200980392156863,2.985294117647059,0.00980392156862745,38.81372549019608,2.3823529411764706,0.1323529411764706,0.0,0.7598039215686274
Harry Maguire,0.4398148148148148,0.33796296296296297,Manchester United,216,1.2037037037037037,0.013888888888888888,0.17592592592592593,1.5324074074074074,4.138888888888889,5.805555555555555,5.819444444444445,2.9166666666666665,0.05092592592592592,53.39351851851852,4.375,0.2175925925925926,0.009259259259259259,0.8472222222222222
Raphael Varane,0.4883720930232558,0.20930232558139536,Manchester United,43,1.186046511627907,0.0,0.11627906976744186,0.6511627906976745,3.6511627906976742,3.8372093023255816,3.6511627906976742,1.7209302325581395,0.023255813953488372,48.76744186046512,2.86046511627907,0.023255813953488372,0.0,0.3488372093023256
Diogo Dalot,0.49230769230769234,0.3076923076923077,Manchester United,65,1.9692307692307693,0.0,0.24615384615384617,1.0769230769230769,2.0,5.107692307692307,4.2,2.6615384615384614,0.015384615384615385,37.292307692307695,2.0923076923076924,0.18461538461538463,0.0,0.7538461538461538
Luke Shaw,0.4482758620689655,0.2413793103448276,Manchester United,232,1.6379310344827587,0.008620689655172414,0.15517241379310345,0.9482758620689655,2.418103448275862,4.724137931034483,4.879310344827586,3.9741379310344827,0.01293103448275862,45.03879310344828,1.1724137931034482,0.21982758620689655,0.004310344827586207,1.0862068965517242
Aaron Wan-Bissaka,0.4791666666666667,0.2777777777777778,Manchester United,144,3.1180555555555554,0.0,0.10416666666666667,1.9236111111111112,2.3541666666666665,5.430555555555555,6.034722222222222,3.8125,0.013888888888888888,43.298611111111114,0.9027777777777778,0.125,0.006944444444444444,0.6736111111111112
Tyrell Malacia,0.6470588235294118,0.29411764705882354,Manchester United,17,2.0,0.0,0.11764705882352941,1.1176470588235294,2.1176470588235294,4.235294117647059,3.2941176470588234,3.2941176470588234,0.0,28.58823529411765,0.8235294117647058,0.17647058823529413,0.0,1.588235294117647
Lisandro Martinez,0.5555555555555556,0.25925925925925924,Manchester United,27,2.0,0.0,0.1111111111111111,1.2222222222222223,3.5925925925925926,6.074074074074074,4.074074074074074,2.7037037037037037,0.037037037037037035,56.22222222222222,2.5185185185185186,0.2222222222222222,0.0,0.7777777777777778
Brandon Williams,0.3404255319148936,0.46808510638297873,Manchester United,47,1.6170212765957446,0.0,0.02127659574468085,1.297872340425532,1.3404255319148937,5.0638297872340425,4.25531914893617,3.4893617021276597,0.02127659574468085,34.212765957446805,1.2553191489361701,0.2978723404255319,0.0,0.8085106382978723
Paul Dummett,0.3424657534246575,0.410958904109589,Newcastle United,146,1.6369863013698631,0.0136986301369863,0.0684931506849315,1.3424657534246576,4.671232876712328,2.9863013698630136,4.568493150684931,2.7534246575342465,0.02054794520547945,30.027397260273972,1.7945205479452055,0.1095890410958904,0.00684931506849315,0.4794520547945205
Fabian Schar,0.4188034188034188,0.3504273504273504,Newcastle United,117,1.4102564102564104,0.02564102564102564,0.18803418803418803,1.8547008547008548,3.9914529914529915,5.264957264957265,4.6239316239316235,3.9145299145299144,0.08547008547008547,40.31623931623932,4.615384615384615,0.2564102564102564,0.008547008547008548,1.0085470085470085
Jamaal Lascelles,0.2911392405063291,0.44936708860759494,Newcastle United,158,0.7531645569620253,0.02531645569620253,0.06962025316455696,0.9936708860759493,5.417721518987341,4.4113924050632916,4.234177215189874,2.392405063291139,0.056962025316455694,31.71518987341772,1.9746835443037976,0.17721518987341772,0.006329113924050633,0.6645569620253164
Jamal Lewis,0.20689655172413793,0.6724137931034483,Newcastle United,58,1.6551724137931034,0.0,0.05172413793103448,0.6724137931034483,1.706896551724138,4.568965517241379,3.4655172413793105,3.4310344827586206,0.017241379310344827,30.775862068965516,1.1379310344827587,0.15517241379310345,0.0,0.603448275862069
Kieran Trippier,0.5034965034965035,0.2727272727272727,Newcastle United,143,2.097902097902098,0.02097902097902098,0.1258741258741259,1.3286713286713288,2.4685314685314683,6.06993006993007,4.881118881118881,3.6223776223776225,0.03496503496503497,48.13986013986014,3.5244755244755246,0.08391608391608392,0.0,0.7622377622377622
Emil Krafth,0.37037037037037035,0.37037037037037035,Newcastle United,54,1.3703703703703705,0.018518518518518517,0.09259259259259259,0.8888888888888888,2.5,3.6666666666666665,3.037037037037037,2.6296296296296298,0.018518518518518517,25.462962962962962,0.7592592592592593,0.16666666666666666,0.0,0.7037037037037037
Javier Manquillo,0.2903225806451613,0.46774193548387094,Newcastle United,124,1.8548387096774193,0.0,0.03225806451612903,0.9516129032258065,2.088709677419355,3.217741935483871,3.879032258064516,3.0403225806451615,0.016129032258064516,22.419354838709676,0.7419354838709677,0.16129032258064516,0.0,0.7016129032258065
Dan Burn,0.35658914728682173,0.3023255813953488,Newcastle United,129,1.6046511627906976,0.0,0.10077519379844961,1.1627906976744187,3.953488372093023,4.162790697674419,5.426356589147287,3.9302325581395348,0.015503875968992248,40.52713178294574,1.4186046511627908,0.17829457364341086,0.0,0.9844961240310077
Sven Botman,0.5357142857142857,0.10714285714285714,Newcastle United,28,1.1071428571428572,0.03571428571428571,0.14285714285714285,1.0357142857142858,3.4642857142857144,5.071428571428571,3.5357142857142856,1.8571428571428572,0.0,48.25,3.2142857142857144,0.07142857142857142,0.0,0.4642857142857143
Matt Targett,0.3870967741935484,0.4,Newcastle United,155,1.8774193548387097,0.0064516129032258064,0.09032258064516129,1.5096774193548388,2.0129032258064514,4.187096774193549,4.180645161290323,3.174193548387097,0.01935483870967742,34.251612903225805,2.0838709677419356,0.10967741935483871,0.0,0.6387096774193548
Harrison Ashby,0.0,1.0,Newcastle United,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
Joe Worrall,0.21739130434782608,0.4782608695652174,Nottingham Forest,23,1.6956521739130435,0.0,0.0,0.8260869565217391,3.608695652173913,4.217391304347826,3.739130434782609,2.391304347826087,0.043478260869565216,40.43478260869565,3.0434782608695654,0.2608695652173913,0.0,1.0
Scott McKenna,0.21052631578947367,0.5263157894736842,Nottingham Forest,19,0.631578947368421,0.05263157894736842,0.0,0.5789473684210527,4.368421052631579,3.526315789473684,2.9473684210526314,1.894736842105263,0.0,36.68421052631579,1.9473684210526316,0.21052631578947367,0.0,0.3684210526315789
Steve Cook,0.29444444444444445,0.4722222222222222,Nottingham Forest,180,1.0055555555555555,0.027777777777777776,0.13333333333333333,1.7833333333333334,7.072222222222222,4.555555555555555,5.311111111111111,2.9444444444444446,0.05555555555555555,43.55,3.672222222222222,0.15555555555555556,0.005555555555555556,0.5166666666666667
Giulian Biancone,0.0,0.5,Nottingham Forest,2,1.0,0.0,0.0,0.5,0.0,2.5,2.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0
Moussa Niakhate,0.14285714285714285,0.7142857142857143,Nottingham Forest,7,0.8571428571428571,0.0,0.0,0.7142857142857143,4.571428571428571,4.142857142857143,3.142857142857143,4.0,0.0,23.857142857142858,1.7142857142857142,0.0,0.0,1.2857142857142858
Neco Williams,0.3333333333333333,0.40476190476190477,Nottingham Forest,42,1.8333333333333333,0.0,0.2619047619047619,1.0952380952380953,0.9047619047619048,3.6666666666666665,3.9047619047619047,3.761904761904762,0.0,21.952380952380953,1.2380952380952381,0.19047619047619047,0.0,0.8571428571428571
Harry Toffolo,0.13333333333333333,0.5333333333333333,Nottingham Forest,15,1.0666666666666667,0.0,0.06666666666666667,0.6,1.8,3.3333333333333335,2.466666666666667,2.3333333333333335,0.0,18.0,0.3333333333333333,0.13333333333333333,0.0,0.5333333333333333
Renan Lodi,0.23809523809523808,0.5238095238095238,Nottingham Forest,21,1.9047619047619047,0.0,0.3333333333333333,1.2380952380952381,2.1904761904761907,5.523809523809524,4.857142857142857,3.4761904761904763,0.0,26.523809523809526,1.380952380952381,0.23809523809523808,0.0,0.9047619047619048
Willy Boly,0.3711340206185567,0.3711340206185567,Nottingham Forest,97,2.195876288659794,0.0,0.1134020618556701,1.7422680412371134,4.443298969072165,5.309278350515464,6.092783505154639,3.247422680412371,0.05154639175257732,46.69072164948454,1.9690721649484537,0.08247422680412371,0.020618556701030927,0.8144329896907216
Serge Aurier,0.47368421052631576,0.2631578947368421,Nottingham Forest,95,2.8105263157894735,0.010526315789473684,0.12631578947368421,1.3263157894736841,2.5157894736842104,5.2,6.663157894736842,5.326315789473684,0.06315789473684211,39.10526315789474,1.0526315789473684,0.06315789473684211,0.021052631578947368,1.2210526315789474
Felipe,0.0,0.7,Nottingham Forest,10,2.8,0.0,0.2,2.4,6.0,7.7,8.6,4.5,0.0,42.4,2.2,0.2,0.0,0.9
Kyle Walker-Peters,0.3425925925925926,0.4166666666666667,Southampton,108,2.0277777777777777,0.009259259259259259,0.21296296296296297,1.1018518518518519,1.4351851851851851,5.592592592592593,5.87037037037037,4.712962962962963,0.018518518518518517,37.05555555555556,1.0648148148148149,0.12037037037037036,0.0,0.8611111111111112
Lyanco,0.3103448275862069,0.5172413793103449,Southampton,29,1.1379310344827587,0.10344827586206896,0.13793103448275862,0.896551724137931,2.5517241379310347,4.586206896551724,3.206896551724138,2.3448275862068964,0.0,24.17241379310345,1.2758620689655173,0.20689655172413793,0.0,0.8275862068965517
Romain Perraud,0.1702127659574468,0.574468085106383,Southampton,47,1.7446808510638299,0.0,0.44680851063829785,0.7446808510638298,1.425531914893617,3.4468085106382977,3.3191489361702127,4.148936170212766,0.0425531914893617,24.72340425531915,0.5106382978723404,0.1276595744680851,0.0,1.2765957446808511
Tino Livramento,0.25,0.35714285714285715,Southampton,28,1.9285714285714286,0.0,0.10714285714285714,1.6785714285714286,1.6785714285714286,6.285714285714286,5.142857142857143,3.5357142857142856,0.03571428571428571,32.357142857142854,0.9642857142857143,0.07142857142857142,0.0,0.42857142857142855
Mohammed Salisu,0.22058823529411764,0.5,Southampton,68,2.485294117647059,0.029411764705882353,0.10294117647058823,1.8529411764705883,4.382352941176471,6.632352941176471,5.720588235294118,3.7794117647058822,0.0,46.9264705882353,2.5588235294117645,0.20588235294117646,0.014705882352941176,1.088235294117647
Jan Bednarek,0.30612244897959184,0.4557823129251701,Southampton,147,1.3877551020408163,0.02040816326530612,0.06802721088435375,2.3333333333333335,4.836734693877551,5.244897959183674,4.687074829931973,3.1564625850340136,0.047619047619047616,45.69387755102041,2.36734693877551,0.20408163265306123,0.006802721088435374,0.8843537414965986
Armel Bella-Kotchap,0.19047619047619047,0.6190476190476191,Southampton,21,1.5238095238095237,0.0,0.047619047619047616,1.9523809523809523,4.190476190476191,6.095238095238095,4.9523809523809526,2.0952380952380953,0.0,38.95238095238095,2.0,0.19047619047619047,0.0,0.42857142857142855
Duje Caleta-Car,0.18181818181818182,0.6363636363636364,Southampton,11,1.0909090909090908,0.0,0.0,1.2727272727272727,4.818181818181818,4.363636363636363,2.5454545454545454,2.1818181818181817,0.0,43.09090909090909,2.909090909090909,0.18181818181818182,0.0,0.8181818181818182
Juan Larios,0.2,0.8,Southampton,5,1.4,0.0,0.0,0.6,0.6,1.8,2.4,1.8,0.0,11.0,0.2,0.0,0.0,0.2
James Bree,0.0,1.0,Southampton,3,1.0,0.0,0.0,1.3333333333333333,1.3333333333333333,3.6666666666666665,4.333333333333333,2.0,0.0,29.666666666666668,1.3333333333333333,0.0,0.0,0.0
Cristian Romero,0.5227272727272727,0.3409090909090909,Tottenham Hotspur,44,2.659090909090909,0.045454545454545456,0.045454545454545456,1.4545454545454546,3.272727272727273,6.454545454545454,5.704545454545454,3.727272727272727,0.022727272727272728,59.18181818181818,2.9545454545454546,0.3181818181818182,0.022727272727272728,1.4318181818181819
Davinson Sanchez,0.539568345323741,0.2517985611510791,Tottenham Hotspur,139,1.5611510791366907,0.014388489208633094,0.07913669064748201,1.1223021582733812,3.9280575539568345,4.525179856115108,4.359712230215828,3.302158273381295,0.02158273381294964,53.460431654676256,2.3741007194244603,0.1079136690647482,0.007194244604316547,0.8345323741007195
Emerson Royal,0.5471698113207547,0.3018867924528302,Tottenham Hotspur,53,2.150943396226415,0.0,0.1320754716981132,0.6415094339622641,2.4339622641509435,4.433962264150943,5.037735849056604,3.9622641509433962,0.05660377358490566,33.83018867924528,0.8490566037735849,0.1320754716981132,0.018867924528301886,0.8679245283018868
Eric Dier,0.5639097744360902,0.23308270676691728,Tottenham Hotspur,266,1.3120300751879699,0.02631578947368421,0.17669172932330826,1.2669172932330828,3.308270676691729,4.169172932330827,4.30827067669173,3.4661654135338344,0.045112781954887216,58.19172932330827,3.710526315789474,0.15037593984962405,0.0,0.793233082706767
Japhet Tanganga,0.46153846153846156,0.38461538461538464,Tottenham Hotspur,26,1.5,0.038461538461538464,0.15384615384615385,0.9615384615384616,2.9615384615384617,3.3461538461538463,5.115384615384615,4.769230769230769,0.0,32.11538461538461,0.8076923076923077,0.19230769230769232,0.038461538461538464,1.5769230769230769
Ben Davies,0.4908424908424908,0.29304029304029305,Tottenham Hotspur,273,1.7179487179487178,0.003663003663003663,0.14285714285714285,1.1904761904761905,2.9157509157509156,3.336996336996337,4.516483516483516,4.010989010989011,0.03296703296703297,42.967032967032964,1.586080586080586,0.13186813186813187,0.0,0.8534798534798534
Clement Lenglet,0.47619047619047616,0.38095238095238093,Tottenham Hotspur,21,1.5238095238095237,0.0,0.23809523809523808,0.7142857142857143,1.9047619047619047,4.619047619047619,3.9047619047619047,2.8095238095238093,0.0,53.42857142857143,2.857142857142857,0.14285714285714285,0.0,0.7619047619047619
Pedro Porro,0.375,0.375,Tottenham Hotspur,8,1.375,0.125,0.25,0.875,1.25,5.25,4.25,6.0,0.125,30.0,0.875,0.0,0.0,0.875
Aaron Cresswell,0.36101083032490977,0.37906137184115524,West Ham United,277,1.03971119133574,0.021660649819494584,0.1552346570397112,1.1588447653429603,2.487364620938628,4.67870036101083,3.108303249097473,2.7725631768953067,0.036101083032490974,40.09747292418773,2.740072202166065,0.11552346570397112,0.0036101083032490976,0.44404332129963897
Kurt Zouma,0.4238095238095238,0.3619047619047619,West Ham United,210,0.9333333333333333,0.009523809523809525,0.10952380952380952,1.4333333333333333,4.604761904761904,3.942857142857143,4.376190476190477,2.2095238095238097,0.05714285714285714,43.785714285714285,2.6857142857142855,0.06666666666666667,0.004761904761904762,0.5952380952380952
Vladimir Coufal,0.40963855421686746,0.3614457831325301,West Ham United,83,1.9518072289156627,0.0,0.0963855421686747,1.1204819277108433,2.3373493975903616,4.867469879518072,4.433734939759036,3.710843373493976,0.0,35.44578313253012,1.2048192771084338,0.12048192771084337,0.012048192771084338,0.963855421686747
Angelo Ogbonna,0.3783783783783784,0.3567567567567568,West Ham United,185,1.1513513513513514,0.016216216216216217,0.07567567567567568,1.4054054054054055,4.675675675675675,4.254054054054054,4.254054054054054,2.6972972972972973,0.043243243243243246,33.86486486486486,2.264864864864865,0.11891891891891893,0.0,0.6486486486486487
Ben Johnson,0.45098039215686275,0.35294117647058826,West Ham United,51,1.4313725490196079,0.0,0.0196078431372549,0.8823529411764706,1.7450980392156863,3.4705882352941178,2.784313725490196,2.2549019607843137,0.0392156862745098,25.0,1.3333333333333333,0.0392156862745098,0.0,0.5098039215686274
Nayef Aguerd,0.25,0.4166666666666667,West Ham United,12,1.3333333333333333,0.08333333333333333,0.0,1.0833333333333333,3.8333333333333335,5.583333333333333,3.9166666666666665,2.8333333333333335,0.08333333333333333,42.416666666666664,3.4166666666666665,0.25,0.0,0.4166666666666667
Thilo Kehrer,0.22727272727272727,0.45454545454545453,West Ham United,22,1.6363636363636365,0.045454545454545456,0.09090909090909091,1.3181818181818181,2.727272727272727,4.5,3.772727272727273,4.090909090909091,0.0,39.04545454545455,1.6363636363636365,0.18181818181818182,0.0,1.3181818181818181
Emerson,0.3877551020408163,0.40816326530612246,West Ham United,49,1.3061224489795917,0.0,0.1836734693877551,0.7959183673469388,1.183673469387755,3.2653061224489797,3.5510204081632653,2.489795918367347,0.02040816326530612,36.06122448979592,0.9387755102040817,0.10204081632653061,0.0,0.5918367346938775
Rayan Ait-Nouri,0.28125,0.5,Wolverhampton Wanderers,64,1.96875,0.0,0.140625,0.71875,1.125,4.28125,4.71875,4.296875,0.046875,28.625,0.796875,0.140625,0.0,0.671875
Jonny,0.3490566037735849,0.36792452830188677,Wolverhampton Wanderers,106,2.2641509433962264,0.02830188679245283,0.2169811320754717,1.4056603773584906,1.150943396226415,4.660377358490566,5.1415094339622645,5.122641509433962,0.05660377358490566,33.424528301886795,0.9528301886792453,0.1320754716981132,0.009433962264150943,0.8207547169811321
Nelson Semedo,0.3409090909090909,0.4431818181818182,Wolverhampton Wanderers,88,2.340909090909091,0.011363636363636364,0.17045454545454544,0.9545454545454546,2.022727272727273,5.340909090909091,5.5227272727272725,4.8522727272727275,0.011363636363636364,39.11363636363637,1.1704545454545454,0.17045454545454544,0.011363636363636364,1.1136363636363635
Maximilian Kilman,0.3855421686746988,0.39759036144578314,Wolverhampton Wanderers,83,1.2771084337349397,0.012048192771084338,0.07228915662650602,1.0240963855421688,3.566265060240964,5.048192771084337,4.0602409638554215,2.5903614457831323,0.012048192771084338,50.33734939759036,2.433734939759036,0.12048192771084337,0.0,0.6265060240963856
Toti,0.5,0.2857142857142857,Wolverhampton Wanderers,14,1.4285714285714286,0.0,0.07142857142857142,1.1428571428571428,3.357142857142857,3.5714285714285716,4.357142857142857,2.642857142857143,0.0,37.0,1.2857142857142858,0.2857142857142857,0.0,0.5714285714285714
Nathan Collins,0.25,0.5,Wolverhampton Wanderers,40,1.55,0.0,0.1,1.125,3.8,5.375,4.475,2.975,0.05,40.775,2.675,0.1,0.05,0.85
Hugo Bueno,0.29411764705882354,0.47058823529411764,Wolverhampton Wanderers,17,1.6470588235294117,0.0,0.11764705882352941,0.5294117647058824,1.4705882352941178,4.470588235294118,3.1176470588235294,2.9411764705882355,0.0,24.352941176470587,0.17647058823529413,0.058823529411764705,0.0,0.29411764705882354
Dexter Lembikisa,0.0,1.0,Wolverhampton Wanderers,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0
Craig Dawson,0.31906614785992216,0.42412451361867703,Wolverhampton Wanderers,257,1.2529182879377432,0.0038910505836575876,0.16731517509727625,1.5797665369649805,4.447470817120623,4.073929961089494,5.120622568093385,3.6381322957198443,0.07782101167315175,32.75875486381323,2.5058365758754864,0.16731517509727625,0.007782101167315175,0.9727626459143969
